,DOY,co2_flux,air_temperature,ET,X,X.1,X.2,nearest_date,ch4_flux,i.air_temperature
2059,78.104,1.69883,296.279,-0.013,NA,NA,NA,78.104,0.000663,297.613
2060,78.125,1.83497,296.103,-0.0142,NA,NA,NA,78.125,-0.00247,297.429
2061,78.145,1.64196,295.909,-0.0132,NA,NA,NA,78.145,0.00482,297.216
2062,78.166,0.912073,295.923,-0.00641,NA,NA,NA,78.166,-0.00128,297.215
2063,78.187,0.720501,295.486,-0.00414,NA,NA,NA,78.187,0.00246,296.737
2064,78.208,1.0813,295.085,-0.00638,NA,NA,NA,78.208,-0.000281,296.266
2065,78.229,1.56739,293.858,-0.00666,NA,NA,NA,78.229,-0.00168,294.954
2066,78.25,6.09649,292.741,-0.0203,NA,NA,NA,78.25,-0.00103,293.441
2067,78.27,1.53487,291.81,-0.0372,NA,NA,NA,78.27,0.000416,292.313
2068,78.291,5.67657,291.021,-0.0253,NA,NA,NA,78.291,-0.000706,291.527
2069,78.312,-0.572716,290.687,-0.00158,NA,NA,NA,78.312,0.00688,291.039
2070,78.333,2.36191,289.904,-0.00259,NA,NA,NA,78.333,-0.000694,290.446
2071,78.354,2.66572,291.629,0.000296,NA,NA,NA,78.354,0.00964,292.564
2072,78.374,3.39615,295.75,0.0116,NA,NA,NA,78.374,0.00234,297.021
2073,78.395,-3.78999,297.971,0.0655,NA,NA,NA,78.395,0.00786,299.375
2074,78.416,-5.08621,298.731,0.0866,NA,NA,NA,78.416,0.00424,300.151
2075,78.437,-6.95614,299.702,0.119147,NA,NA,NA,78.437,-0.00425,301.157
2076,78.458,-6.93051,300.663,0.141226,NA,NA,NA,78.458,-0.00155,302.173
2077,78.479,-6.15515,301.39,0.157556,NA,NA,NA,78.479,0.0112,302.913
2078,78.499,-4.14453,302.05,0.137759,NA,NA,NA,78.499,-0.0164,303.611
2079,78.52,-4.10726,302.926,0.168234,NA,NA,NA,78.52,-0.0155,304.533
2080,78.541,-4.47889,303.968,0.204824,NA,NA,NA,78.541,0.00688,305.572
2081,78.562,-2.88652,304.536,0.189056,NA,NA,NA,78.562,-0.0368,306.122
2082,78.583,-2.9603,305.033,0.177472,NA,NA,NA,78.583,0.0218,306.618
2083,78.604,-2.98572,305.362,0.197488,NA,NA,NA,78.604,-0.0233,306.969
2084,78.624,-2.94171,305.817,0.189856,NA,NA,NA,78.624,-0.0047,307.362
2085,78.645,-2.88226,305.947,0.179595,NA,NA,NA,78.645,-0.0293,307.413
2086,78.666,-2.03815,305.851,0.151871,NA,NA,NA,78.666,-0.0468,307.239
2087,78.687,-2.00824,305.839,0.153764,NA,NA,NA,78.687,0.00688,307.156
2088,78.708,-2.51897,305.388,0.153135,NA,NA,NA,78.708,0.0238,306.713
2089,78.729,-1.38279,304.729,0.104375,NA,NA,NA,78.729,0.024,306.077
2090,78.749,-1.36583,304.156,0.0986,NA,NA,NA,78.749,-0.0294,305.532
2091,78.77,-0.30761,303.228,0.0697,NA,NA,NA,78.77,0.134544,304.627
2092,78.791,-0.62016,302.173,0.0392,NA,NA,NA,78.791,0.0282,303.631
2093,78.812,0.520302,300.849,0.0156,NA,NA,NA,78.812,-0.00438,302.321
2094,78.833,1.75845,299.743,0.00492,NA,NA,NA,78.833,-0.0888,301.22
2095,78.854,1.69702,299.026,-0.00196,NA,NA,NA,78.854,-0.0346,300.509
2096,78.874,2.31493,298.599,-0.00416,NA,NA,NA,78.874,0.256925,300.086
2097,78.895,2.20327,298.257,-0.00627,NA,NA,NA,78.895,0.0693,299.723
2098,78.916,1.9815,297.833,-0.00591,NA,NA,NA,78.916,-0.033,299.26
2099,78.937,2.18985,297.867,-0.00325,NA,NA,NA,78.937,-0.116209,299.289
2100,78.958,2.47845,297.994,-0.00154,NA,NA,NA,78.958,-0.0203,299.417
2101,78.979,2.50547,298.042,-0.00199,NA,NA,NA,78.979,-0.023,299.473
2102,79,1.88042,297.787,-0.00373,NA,NA,NA,79,-0.0255,299.202
2103,79.02,2.38713,297.937,-0.00264,NA,NA,NA,79.02,-0.00692,299.353
2104,79.041,2.27996,298.024,-0.000681,NA,NA,NA,79.041,0.00943,299.448
2105,79.062,2.23166,298.019,-0.00307,NA,NA,NA,79.062,-0.00509,299.441
2106,79.083,1.99446,297.962,-0.00328,NA,NA,NA,79.083,0.00428,299.381
2107,79.104,1.91314,297.837,-0.00577,NA,NA,NA,79.104,-0.00466,299.235
2108,79.125,2.08718,297.752,-0.00586,NA,NA,NA,79.125,-0.00636,299.134
2109,79.145,1.78809,297.638,-0.00443,NA,NA,NA,79.145,0.00195,299.012
2110,79.166,2.16371,297.428,-0.00573,NA,NA,NA,79.166,0.004,298.798
2111,79.187,1.54402,297.33,-0.0037,NA,NA,NA,79.187,-0.00596,298.692
2112,79.208,1.87679,297.09,-0.00778,NA,NA,NA,79.208,0.00347,298.431
2113,79.229,1.62757,296.737,-0.00984,NA,NA,NA,79.229,-0.00141,298.067
2114,79.25,1.46465,296.733,-0.00476,NA,NA,NA,79.25,-0.00195,298.064
2115,79.27,3.10074,296.271,-0.00568,NA,NA,NA,79.27,-0.00405,297.575
2116,79.291,3.64653,295.592,-0.00595,NA,NA,NA,79.291,-0.000866,296.851
2117,79.312,7.22945,294.343,-0.0138,NA,NA,NA,79.312,-0.00809,295.527
2118,79.333,4.65999,294.043,-0.00767,NA,NA,NA,79.333,-0.000234,295.19
2119,79.354,2.34724,295.752,0.00201,NA,NA,NA,79.354,-0.00489,297.005
2120,79.374,-1.60351,298.313,0.0412,NA,NA,NA,79.374,0.00897,299.694
2121,79.395,-4.275,299.22,0.0873,NA,NA,NA,79.395,0.000433,300.61
2122,79.416,-4.3639,300.077,0.0927,NA,NA,NA,79.416,-0.00101,301.467
2123,79.437,-5.94338,300.712,0.127292,NA,NA,NA,79.437,0.00767,302.12
2124,79.458,-6.40712,301.324,0.148381,NA,NA,NA,79.458,0.00374,302.755
2125,79.479,-6.54754,301.966,0.176333,NA,NA,NA,79.479,0.00805,303.441
2126,79.499,-5.45462,302.379,0.165799,NA,NA,NA,79.499,0.00674,303.848
2127,79.52,-5.45995,302.814,0.1818,NA,NA,NA,79.52,-0.0325,304.26
2128,79.541,-4.94692,302.894,0.17141,NA,NA,NA,79.541,-0.0338,304.32
2129,79.562,-4.63715,303.178,0.164542,NA,NA,NA,79.562,0.00378,304.626
2130,79.583,-3.21773,302.476,0.113951,NA,NA,NA,79.583,0.021,303.864
2131,79.604,-3.04646,302.641,0.112259,NA,NA,NA,79.604,-0.0216,304.033
2132,79.624,-4.67849,303.732,0.162285,NA,NA,NA,79.624,-0.0308,305.142
2133,79.645,-5.15733,303.546,0.15822,NA,NA,NA,79.645,-0.0348,304.942
2134,79.666,-2.629,302.742,0.105255,NA,NA,NA,79.666,-0.0215,304.127
2135,79.687,-1.73797,302.345,0.0871,NA,NA,NA,79.687,-0.0236,303.722
2136,79.708,-1.79469,301.974,0.0897,NA,NA,NA,79.708,0.0292,303.352
2137,79.729,-0.786047,301.544,0.0628,NA,NA,NA,79.729,0.026,302.92
2138,79.749,0.247031,300.91,0.0489,NA,NA,NA,79.749,-0.00484,302.287
2139,79.77,1.19596,300.388,0.0247,NA,NA,NA,79.77,0.15369,301.801
2140,79.791,0.427016,299.694,0.0138,NA,NA,NA,79.791,-0.162,301.151
2141,79.812,1.24069,299.097,0.00126,NA,NA,NA,79.812,0.0474,300.574
2142,79.833,1.89656,298.643,-0.00372,NA,NA,NA,79.833,0.0303,300.129
2143,79.854,1.55691,298.561,-0.000231,NA,NA,NA,79.854,0.0191,300.033
2144,79.874,1.53495,299.074,0.0109,NA,NA,NA,79.874,-0.0438,300.535
2145,79.895,1.37559,299.013,0.00673,NA,NA,NA,79.895,-0.0339,300.493
2146,79.916,1.79553,298.875,0.00336,NA,NA,NA,79.916,-0.106735,300.364
2147,79.937,1.69559,298.72,0.000723,NA,NA,NA,79.937,-0.072,300.208
2148,79.958,1.76758,298.568,-0.00335,NA,NA,NA,79.958,0.158481,300.044
2149,79.979,1.76104,298.561,-0.00272,NA,NA,NA,79.979,-0.0555,300.039
2150,80,1.60473,298.505,-0.00583,NA,NA,NA,80,0.00561,299.977
2151,80.02,1.9234,298.617,-0.00275,NA,NA,NA,80.02,0.0529,300.079
2152,80.041,1.64088,298.514,-0.00505,NA,NA,NA,80.041,0.0366,299.971
2153,80.062,1.70049,298.396,-0.00734,NA,NA,NA,80.062,-0.318407,299.841
2154,80.083,1.79984,298.445,-0.00751,NA,NA,NA,80.083,-0.171492,299.907
2155,80.104,1.71318,298.506,-0.00586,NA,NA,NA,80.104,0.0178,299.991
2156,80.125,1.77972,298.756,-0.0076,NA,NA,NA,80.125,-0.0118,300.264
2157,80.145,2.08812,298.876,-0.00893,NA,NA,NA,80.145,-0.00836,300.413
2158,80.166,2.20773,299.031,-0.00452,NA,NA,NA,80.166,-0.00346,300.571
2159,80.187,1.82156,299.505,0.00458,NA,NA,NA,80.187,0.00979,301.045
2160,80.208,1.72375,299.406,-0.00267,NA,NA,NA,80.208,0.00805,300.955
2161,80.229,1.29612,298.384,-0.0162,NA,NA,NA,80.229,-0.00625,299.927
2162,80.27,3.32971,299.761,0.00785,NA,NA,NA,80.27,0.0155,301.296
2163,80.374,1.22077,300.448,0.0266,NA,NA,NA,80.374,0.0648,301.976
2164,80.395,-0.0234,300.705,0.0309,NA,NA,NA,80.395,-0.0971,302.269
2165,80.416,-3.59962,301.269,0.0679,NA,NA,NA,80.416,-0.0117,302.869
2166,80.437,-7.3687,301.949,0.124894,NA,NA,NA,80.437,0.00269,303.573
2167,80.458,-4.81711,302.189,0.0947,NA,NA,NA,80.458,-0.00215,303.809
2168,80.479,-3.00294,301.826,0.0675,NA,NA,NA,80.479,0.0117,303.422
2169,80.499,-3.29199,302.162,0.0753,NA,NA,NA,80.499,-0.0276,303.781
2170,80.52,16.494,302.135,-0.0255,NA,NA,NA,80.52,0.00637,303.488
2171,80.541,-5.33004,302.234,0.132087,NA,NA,NA,80.541,0.00441,303.898
2172,80.562,-6.99958,303.774,0.19343,NA,NA,NA,80.562,-0.00748,305.536
2173,80.583,-5.32013,303.783,0.14984,NA,NA,NA,80.583,-0.0085,305.56
2174,80.604,-3.08434,303.629,0.103881,NA,NA,NA,80.604,0.00968,305.377
2175,80.624,-0.863068,303.558,0.0846,NA,NA,NA,80.624,-0.00162,305.273
2176,80.645,-0.120005,302.889,0.0483,NA,NA,NA,80.645,-0.00677,304.635
2177,80.666,-3.47969,304.044,0.128847,NA,NA,NA,80.666,0.00739,305.773
2178,80.687,0.235051,303.101,0.167182,NA,NA,NA,80.687,-0.00365,304.825
2179,80.708,2.24296,301.972,0.125016,NA,NA,NA,80.708,0.00554,303.351
2180,80.729,1.04629,301.829,0.0314,NA,NA,NA,80.729,0.00215,303.452
2181,80.749,0.155411,301.79,-0.0254,NA,NA,NA,80.749,0.039,302.712
2182,80.77,-6.6924,300.433,0.0417,NA,NA,NA,80.77,-0.0054,301.347
2183,80.791,10.6333,299.044,0.0594,NA,NA,NA,80.791,0.00345,300.482
2184,80.812,10.6333,299.044,0.0594,NA,NA,NA,80.791,3.18E-05,300.655
2185,80.833,1.4257,299.658,0.12952,NA,NA,NA,80.833,0.00513,301.054
2186,80.854,1.56843,299.334,0.0462,NA,NA,NA,80.854,0.00492,301.141
2187,80.874,2.05466,299.284,0.0286,NA,NA,NA,80.874,0.00306,301.074
2188,80.895,2.20581,299.171,0.0243,NA,NA,NA,80.895,-0.0131,300.948
2189,80.916,2.81424,299.115,0.0369,NA,NA,NA,80.916,-0.0115,300.873
2190,80.937,2.24535,299.269,0.0429,NA,NA,NA,80.937,0.00365,301.01
2191,80.958,2.20843,299.39,0.046,NA,NA,NA,80.958,-0.00173,301.119
2192,80.979,2.32322,299.4,0.0446,NA,NA,NA,80.979,-0.00557,301.131
2193,81,1.87398,299.264,0.0307,NA,NA,NA,81,-0.000605,300.984
2194,81.02,2.08301,299.053,0.028,NA,NA,NA,81.02,-0.000763,300.749
2195,81.041,2.25273,298.971,0.0305,NA,NA,NA,81.041,-0.00411,300.671
2196,81.062,2.01649,299.139,0.0309,NA,NA,NA,81.062,-0.00256,300.836
2197,81.083,1.97878,299.202,0.0315,NA,NA,NA,81.083,-0.000859,300.89
2198,81.104,1.92157,299.149,0.031,NA,NA,NA,81.104,0.00175,300.825
2199,81.125,1.92847,299.161,0.0328,NA,NA,NA,81.125,0.00205,300.818
2200,81.145,1.68821,299.045,0.0285,NA,NA,NA,81.145,-0.00399,300.702
2201,81.166,1.80998,299.205,0.0307,NA,NA,NA,81.166,0.00195,300.853
2202,81.187,1.81635,299.275,0.0306,NA,NA,NA,81.187,0.00233,300.92
2203,81.208,-2.14081,298.864,0.0627,NA,NA,NA,81.208,-0.00245,300.407
2204,81.229,1.81919,298.772,0.0309,NA,NA,NA,81.229,-0.00421,300.444
2205,81.25,1.68901,298.535,0.018,NA,NA,NA,81.25,-0.000359,300.226
2206,81.395,-1.22054,299.835,0.0752,NA,NA,NA,81.395,0.0209,301.493
2207,81.52,-2.49335,302.446,0.118585,NA,NA,NA,81.52,0.127628,304.241
2208,81.541,-1.96306,303.07,0.124185,NA,NA,NA,81.541,-0.560885,304.863
2209,81.562,-2.09828,302.823,0.107458,NA,NA,NA,81.562,-0.0116,304.615
2210,81.645,-1.37995,304.171,0.0849,NA,NA,NA,81.645,0.155401,305.859
2211,81.666,-1.86801,303.049,0.117968,NA,NA,NA,81.666,0.475096,304.905
2212,81.687,-1.04466,301.927,0.0605,NA,NA,NA,81.687,0.166819,303.824
2213,81.708,0.704878,301.592,0.0375,NA,NA,NA,81.708,-0.197151,303.505
2214,81.729,1.91883,301.202,0.0594,NA,NA,NA,81.729,0.293607,302.927
2215,81.77,1.91883,301.202,0.0594,NA,NA,NA,81.729,0.0624,300.742
2216,81.791,1.91883,301.202,0.0594,NA,NA,NA,81.729,-0.154815,300.319
2217,81.812,1.91883,301.202,0.0594,NA,NA,NA,81.729,-0.37109,299.93
2218,81.916,2.45844,306.636,0.00784,NA,NA,NA,81.916,-0.00972,307.378
2219,81.958,2.18815,300.893,0.0163,NA,NA,NA,81.958,-0.291209,302.596
2220,81.979,2.09277,299.66,-0.00234,NA,NA,NA,81.979,0.326011,301.28
2221,82.104,-3.28477,303.036,0.0017,NA,NA,NA,82.125,0.557852,301.541
2222,82.125,-3.28477,303.036,0.0017,NA,NA,NA,82.125,-0.0465,303.16
2223,82.145,-3.28477,303.036,0.0017,NA,NA,NA,82.125,-0.177762,302.976
2224,82.166,2.12131,301.195,0.00182,NA,NA,NA,82.166,0.426485,301.653
2225,82.187,3.45598,300.875,0.0011,NA,NA,NA,82.187,0.396852,301.691
2226,82.229,3.01879,299.925,0.00498,NA,NA,NA,82.229,0.166117,301.57
2227,82.25,2.01753,298.385,0.0103,NA,NA,NA,82.25,-0.450938,300.238
2228,82.27,3.85285,296.599,0.0125,NA,NA,NA,82.27,0.472462,298.603
2229,82.291,5.28033,295.928,0.0043,NA,NA,NA,82.291,0.339632,297.863
2230,82.312,4.55796,296.056,0.00918,NA,NA,NA,82.312,-0.377868,297.96
2231,82.333,3.34492,296.084,0.00995,NA,NA,NA,82.333,0.0129,297.997
2232,82.354,3.61456,296.135,0.015,NA,NA,NA,82.354,0.179255,298.048
2233,82.395,2.60134,296.778,0.0577,NA,NA,NA,82.395,0.386855,298.536
2234,82.437,0.410919,296.779,0.104473,NA,NA,NA,82.437,0.270518,298.713
2235,82.562,-1.19828,298.773,0.192206,NA,NA,NA,82.562,-0.312555,300.707
2236,82.604,-1.60035,298.198,0.203481,NA,NA,NA,82.604,0.475782,300.144
2237,82.687,3.38087,298.42,0.126292,NA,NA,NA,82.687,0.0729,300.557
2238,82.729,13.4349,299.449,0.0645,NA,NA,NA,82.749,-0.312131,300.64
2239,82.749,13.4349,299.449,0.0645,NA,NA,NA,82.749,-0.547449,300.12
2240,82.812,2.89478,296.397,0.03,NA,NA,NA,82.812,-0.0261,298.331
2241,82.833,3.02766,296.22,0.0182,NA,NA,NA,82.833,-0.21696,298.121
2242,82.854,3.28704,296.283,0.00651,NA,NA,NA,82.854,0.0177,298.176
2243,82.874,5.11005,296.507,0.0215,NA,NA,NA,82.874,0.227566,298.393
2244,82.895,1.51299,296.643,0.00634,NA,NA,NA,82.895,0.134337,298.535
2245,82.916,1.79894,296.546,0.00422,NA,NA,NA,82.916,-0.0913,298.469
2246,83,-1.95844,296.544,0.0134,NA,NA,NA,82.979,0.191583,297.802
2247,83.02,-1.95844,296.544,0.0134,NA,NA,NA,82.979,-0.560533,298.379
2248,83.312,0.938644,299.455,0.101368,NA,NA,NA,83.395,0.122712,301.282
2249,83.416,7.18209,296.896,0.0666,NA,NA,NA,83.416,-0.0179,298.466
2250,83.437,2.86504,296.736,0.166707,NA,NA,NA,83.437,-0.0771,298.65
2251,83.458,3.88113,296.89,0.161105,NA,NA,NA,83.458,0.0543,298.663
2252,83.479,1.87659,297.22,0.228355,NA,NA,NA,83.479,0.0332,298.673
2253,83.499,3.39658,297.762,0.256339,NA,NA,NA,83.499,-0.00457,298.827
2254,83.52,-2.18202,297.337,0.250664,NA,NA,NA,83.52,-0.0393,298.931
2255,83.541,-0.842812,297.172,0.221806,NA,NA,NA,83.541,-0.0326,299.002
2256,83.562,-1.29173,297.643,0.291758,NA,NA,NA,83.562,0.453805,298.755
2257,83.583,11.0091,298.338,0.125011,NA,NA,NA,83.583,-0.574521,298.915
2258,83.666,-0.0941,296.788,0.191049,NA,NA,NA,83.666,-0.25966,298.464
2259,83.729,1.27432,296.419,0.147144,NA,NA,NA,83.729,-0.266754,298.067
2260,83.791,2.53779,296.647,0.0961,NA,NA,NA,83.791,-0.102472,298.338
2261,83.854,3.42187,296.658,0.0558,NA,NA,NA,83.854,-0.0109,298.306
2262,83.874,3.19345,296.627,0.052,NA,NA,NA,83.874,0.00922,298.353
2263,84,3.69955,296.268,0.0772,NA,NA,NA,84,-0.055,297.9
2264,84.02,0.302925,296.83,0.0789,NA,NA,NA,84.02,0.0336,297.931
2265,84.041,0.302925,296.83,0.0789,NA,NA,NA,84.02,-0.370252,300.15
2266,84.083,0.302925,296.83,0.0789,NA,NA,NA,84.02,-0.474267,302.76
2267,84.125,6.70308,299.519,0.0476,NA,NA,NA,84.166,0.244301,302.084
2268,84.166,6.70308,299.519,0.0476,NA,NA,NA,84.166,0.00152,299.921
2269,84.187,6.70308,299.519,0.0476,NA,NA,NA,84.166,0.063,300.621
2270,84.208,6.70308,299.519,0.0476,NA,NA,NA,84.166,-0.00367,303.683
2271,84.229,3.1097,299.94,0.0847,NA,NA,NA,84.25,-0.0285,302.93
2272,84.25,3.1097,299.94,0.0847,NA,NA,NA,84.25,-0.00458,301.586
2273,84.27,6.21231,295.812,0.137171,NA,NA,NA,84.27,0.00155,297.448
2274,84.291,6.26236,295.458,0.140135,NA,NA,NA,84.291,0.0032,297.063
2275,84.312,4.54525,295.258,0.0662,NA,NA,NA,84.312,-0.00196,296.805
2276,84.333,3.73115,295.389,0.0552,NA,NA,NA,84.333,-0.00152,296.71
2277,84.374,6.37493,301.838,0.161926,NA,NA,NA,84.395,0.0282,299.559
2278,84.395,6.37493,301.838,0.161926,NA,NA,NA,84.395,-0.0061,302.569
2279,84.416,-0.0439,296.113,0.349513,NA,NA,NA,84.416,-0.00292,297.512
2280,84.437,-0.819795,295.31,0.319106,NA,NA,NA,84.437,-0.00954,296.674
2281,84.458,-0.898135,295.244,0.307101,NA,NA,NA,84.458,-0.0167,296.588
2282,84.479,-4.12259,295.605,0.31584,NA,NA,NA,84.479,-0.0101,296.933
2283,84.499,-3.49997,296.249,0.340413,NA,NA,NA,84.499,-0.00557,297.553
2284,84.52,-5.90595,296.804,0.384121,NA,NA,NA,84.52,0.00467,298.091
2285,84.541,-4.7033,296.881,0.360371,NA,NA,NA,84.541,-0.0095,298.136
2286,84.562,-4.79713,296.797,0.339543,NA,NA,NA,84.562,-0.000808,298.058
2287,84.583,-7.08372,297.011,0.321314,NA,NA,NA,84.583,-0.0173,298.314
2288,84.604,-6.28748,297.296,0.317677,NA,NA,NA,84.604,-0.0137,298.605
2289,84.624,-5.26691,297.196,0.305158,NA,NA,NA,84.624,0.0531,298.498
2290,84.645,-5.3849,297.176,0.299133,NA,NA,NA,84.645,-0.0163,298.495
2291,84.666,-5.79561,296.663,0.292468,NA,NA,NA,84.666,0.00541,297.967
2292,84.687,-4.72544,296.356,0.286492,NA,NA,NA,84.687,0.0229,297.676
2293,84.708,-3.91006,296.404,0.198312,NA,NA,NA,84.708,0.0434,297.749
2294,84.729,-3.35796,296.444,0.216573,NA,NA,NA,84.729,-0.0279,297.785
2295,84.749,-1.8742,296.214,0.20073,NA,NA,NA,84.749,-0.0483,297.51
2296,84.77,0.524617,295.968,0.179026,NA,NA,NA,84.77,-0.0138,297.197
2297,84.791,0.136592,295.786,0.132512,NA,NA,NA,84.791,-0.100792,297.067
2298,84.812,2.58619,295.678,0.0822,NA,NA,NA,84.812,-0.0661,296.946
2299,84.833,3.70901,295.717,0.119825,NA,NA,NA,84.833,-0.0324,296.986
2300,84.854,3.46237,295.814,0.108985,NA,NA,NA,84.854,-0.0331,297.038
2301,84.874,3.38268,295.696,0.0838,NA,NA,NA,84.874,-0.0349,296.933
2302,84.895,3.28081,295.501,0.0737,NA,NA,NA,84.895,0.0104,296.753
2303,84.916,2.20537,295.096,0.0266,NA,NA,NA,84.916,-0.00486,296.36
2304,84.937,1.83036,294.533,0.0151,NA,NA,NA,84.937,0.0604,295.755
2305,84.958,1.60188,294.678,0.0225,NA,NA,NA,84.958,0.00459,295.875
2306,84.979,1.80533,294.823,0.0344,NA,NA,NA,84.979,0.0184,295.979
2307,85,2.37339,295.008,0.0423,NA,NA,NA,85,-0.00179,296.172
2308,85.02,2.17015,294.735,0.0244,NA,NA,NA,85.02,0.0123,295.901
2309,85.041,2.22939,294.301,0.0147,NA,NA,NA,85.041,-0.00155,295.484
2310,85.062,2.02191,294.123,0.0195,NA,NA,NA,85.062,0.00575,295.309
2311,85.083,2.3633,293.877,0.0178,NA,NA,NA,85.083,0.00888,295.058
2312,85.104,1.87784,293.731,0.0064,NA,NA,NA,85.104,-0.00783,294.903
2313,85.125,2.02418,293.737,0.00779,NA,NA,NA,85.125,-0.00222,294.895
2314,85.145,2.47576,293.629,0.00721,NA,NA,NA,85.145,-0.000606,294.778
2315,85.166,2.77772,293.724,0.00844,NA,NA,NA,85.166,0.00322,294.861
2316,85.187,2.50028,294.073,0.0144,NA,NA,NA,85.187,0.000952,295.211
2317,85.208,2.06342,294.261,0.0125,NA,NA,NA,85.208,0.0117,295.413
2318,85.229,2.26712,294.016,0.00859,NA,NA,NA,85.229,-0.00424,295.148
2319,85.25,1.85019,293.539,-0.00166,NA,NA,NA,85.25,-0.000867,294.639
2320,85.27,2.95376,293.081,-0.00375,NA,NA,NA,85.27,-0.000718,294.131
2321,85.291,2.66494,292.979,-0.00415,NA,NA,NA,85.291,-0.000806,294.006
2322,85.312,2.82338,292.962,-0.00442,NA,NA,NA,85.312,-0.00121,293.979
2323,85.333,2.37361,293.208,0.000194,NA,NA,NA,85.333,0.00203,294.232
2324,85.354,2.30705,292.506,0.013,NA,NA,NA,85.354,-0.00904,293.507
2325,85.374,0.137881,293.352,0.0231,NA,NA,NA,85.374,-0.00984,294.385
2326,85.395,-1.68322,294.542,0.0319,NA,NA,NA,85.395,-0.0116,295.654
2327,85.416,-1.84705,295.057,0.0361,NA,NA,NA,85.416,-0.0327,296.188
2328,85.437,-2.99512,295.768,0.0603,NA,NA,NA,85.437,-0.00936,296.934
2329,85.458,-4.28389,296.394,0.0776,NA,NA,NA,85.458,0.0368,297.584
2330,85.479,-7.98346,296.707,0.136132,NA,NA,NA,85.479,-0.0259,297.893
2331,85.499,-8.99988,297.194,0.17438,NA,NA,NA,85.499,-0.0422,298.371
2332,85.52,-6.71576,297.425,0.173002,NA,NA,NA,85.52,0.0188,298.621
2333,85.541,-7.76216,297.859,0.23874,NA,NA,NA,85.541,0.0248,299.105
2334,85.562,-6.4886,298.03,0.225294,NA,NA,NA,85.562,0.00571,299.268
2335,85.583,-5.53169,298.444,0.245753,NA,NA,NA,85.583,-0.0429,299.657
2336,85.604,-4.63251,298.928,0.223901,NA,NA,NA,85.604,0.0107,300.136
2337,85.624,-3.64334,299.727,0.255979,NA,NA,NA,85.624,0.00349,300.981
2338,85.645,-3.32884,299.411,0.198438,NA,NA,NA,85.645,-0.0112,300.66
2339,85.666,-3.19224,299.121,0.19168,NA,NA,NA,85.666,0.00532,300.385
2340,85.687,-2.70209,298.733,0.161773,NA,NA,NA,85.687,-0.00262,300.004
2341,85.708,-3.50855,298.953,0.137856,NA,NA,NA,85.708,0.00603,300.17
2342,85.729,-0.545633,298.79,0.104157,NA,NA,NA,85.729,-0.00703,300.017
2343,85.749,-0.823323,298.995,0.101717,NA,NA,NA,85.749,-0.00794,300.205
2344,85.833,1.17797,297.525,0.00764,NA,NA,NA,85.833,0.240712,298.835
2345,85.854,-0.167887,296.25,-0.000243,NA,NA,NA,85.854,0.217718,297.556
2346,85.874,0.201985,294.918,-0.000627,NA,NA,NA,85.874,0.433938,296.074
2347,85.916,1.23429,294.438,-0.000353,NA,NA,NA,85.916,-0.49038,295.531
2348,85.979,0.84998,295.811,0.00252,NA,NA,NA,85.979,-0.00854,296.957
2349,86,1.33281,294.977,0.0038,NA,NA,NA,86,0.0518,296.075
2350,86.02,1.22107,294.769,0.00435,NA,NA,NA,86.02,0.0144,295.842
2351,86.041,0.934007,296.052,0.0159,NA,NA,NA,86.041,0.00883,297.156
2352,86.062,0.887372,295.598,0.013,NA,NA,NA,86.062,0.00977,296.66
2353,86.083,1.23544,294.607,0.00682,NA,NA,NA,86.083,-0.00443,295.674
2354,86.104,1.37293,294.662,0.0119,NA,NA,NA,86.104,-0.00213,295.713
2355,86.125,0.689043,294.918,0.00891,NA,NA,NA,86.125,-0.00217,295.969
2356,86.145,0.408189,295.883,0.00551,NA,NA,NA,86.145,0.00409,296.981
2357,86.166,1.74524,296.461,0.0155,NA,NA,NA,86.166,-0.00333,297.608
2358,86.229,2.48191,296.267,0.051,NA,NA,NA,86.229,-0.00829,297.364
2359,86.25,1.36736,296.208,0.0187,NA,NA,NA,86.25,0.00356,297.389
2360,86.27,1.36736,296.208,0.0187,NA,NA,NA,86.25,0.00665,296.604
2361,86.291,1.36736,296.208,0.0187,NA,NA,NA,86.25,-0.0973,299.12
2362,86.333,4.60707,299.955,0.0577,NA,NA,NA,86.374,-0.0473,302.293
2363,86.374,4.60707,299.955,0.0577,NA,NA,NA,86.374,0.00134,301.07
2364,86.395,3.54059,296.059,0.0466,NA,NA,NA,86.395,0.00126,297.302
2365,86.416,1.07124,294.873,0.0817,NA,NA,NA,86.416,0.00383,296.134
2366,86.437,-0.771033,294.986,0.17548,NA,NA,NA,86.437,0.00181,296.461
2367,86.458,-1.86759,295.215,0.200232,NA,NA,NA,86.458,-0.00583,296.645
2368,86.479,-5.28129,295.899,0.281798,NA,NA,NA,86.479,-0.00178,297.325
2369,86.499,-6.55703,296.287,0.331242,NA,NA,NA,86.499,-0.0026,297.681
2370,86.52,-6.52516,296.265,0.295075,NA,NA,NA,86.52,0.00895,297.643
2371,86.541,-4.5934,296.627,0.321368,NA,NA,NA,86.541,0.0036,297.964
2372,86.562,-5.78504,296.802,0.353434,NA,NA,NA,86.562,-0.00395,298.123
2373,86.583,-5.44079,297.052,0.305925,NA,NA,NA,86.583,0.00562,298.42
2374,86.604,-4.00835,296.77,0.311189,NA,NA,NA,86.604,0.0131,298.121
2375,86.624,-0.499569,295.964,0.188477,NA,NA,NA,86.624,-0.0102,297.314
