,DOY,co2_flux,air_temperature,ET,X,X.1,X.2,nearest_date,ch4_flux,i.air_temperature
1021,52.083,2.71994,296.719,0.00631,NA,NA,NA,52.083,0.0099,298.206
1022,52.104,2.4499,296.543,0.00521,NA,NA,NA,52.104,0.005,298.015
1023,52.125,2.60349,296.432,0.00531,NA,NA,NA,52.125,-0.0176,297.901
1024,52.145,2.30879,296.315,0.00351,NA,NA,NA,52.145,-0.0095,297.782
1025,52.166,2.19417,296.26,0.00269,NA,NA,NA,52.166,0.000812,297.722
1026,52.187,2.09942,296.061,0.00231,NA,NA,NA,52.187,0.0171,297.517
1027,52.208,2.21953,295.94,0.00245,NA,NA,NA,52.208,-0.00855,297.386
1028,52.229,2.36877,296.04,0.00336,NA,NA,NA,52.229,0.00898,297.485
1029,52.25,3.54411,295.999,0.00718,NA,NA,NA,52.25,0.0064,297.439
1030,52.27,3.30904,295.909,0.0099,NA,NA,NA,52.27,0.00769,297.328
1031,52.291,3.97006,295.89,0.0107,NA,NA,NA,52.291,0.0113,297.301
1032,52.312,2.69292,295.954,0.0103,NA,NA,NA,52.312,0.00662,297.367
1033,52.333,1.68613,296.107,0.0186,NA,NA,NA,52.333,-0.005,297.528
1034,52.354,-0.5948,296.397,0.0347,NA,NA,NA,52.354,-0.0144,297.839
1035,52.374,-2.40172,296.595,0.053,NA,NA,NA,52.374,0.0111,298.048
1036,52.395,-2.50599,296.677,0.0547,NA,NA,NA,52.395,-0.00628,298.132
1037,52.416,-2.37639,296.747,0.0595,NA,NA,NA,52.416,0.00983,298.199
1038,52.437,-4.12231,296.936,0.0683,NA,NA,NA,52.437,-0.00953,298.399
1039,52.458,-4.62229,297.115,0.0817,NA,NA,NA,52.458,0.0227,298.583
1040,52.479,-6.36401,297.221,0.10187,NA,NA,NA,52.479,0.00867,298.687
1041,52.499,-7.98549,297.444,0.130007,NA,NA,NA,52.499,0.00784,298.895
1042,52.52,-8.75257,297.73,0.14469,NA,NA,NA,52.52,-0.0205,299.187
1043,52.541,-7.68802,297.58,0.135037,NA,NA,NA,52.541,0.00513,299
1044,52.562,-7.3032,297.733,0.128019,NA,NA,NA,52.562,0.0094,299.159
1045,52.583,-8.00457,297.614,0.14517,NA,NA,NA,52.583,0.0278,299.036
1046,52.604,-7.80702,297.732,0.138798,NA,NA,NA,52.604,0.0217,299.147
1047,52.624,-11.1536,297.993,0.187777,NA,NA,NA,52.624,0.0311,299.429
1048,52.645,-10.6894,298.184,0.198361,NA,NA,NA,52.645,-0.079,299.675
1049,52.666,-9.89574,297.759,0.17174,NA,NA,NA,52.666,0.0122,299.265
1050,52.687,-9.30191,297.609,0.167411,NA,NA,NA,52.687,-0.00857,299.086
1051,52.708,-6.10012,297.49,0.110107,NA,NA,NA,52.708,0.00469,298.922
1052,52.729,-3.99546,297.392,0.126811,NA,NA,NA,52.729,0.000123,298.8
1053,52.749,-5.47403,297.324,0.14404,NA,NA,NA,52.749,-0.0207,298.702
1054,52.77,-3.45391,297.303,0.123687,NA,NA,NA,52.77,-0.0123,298.651
1055,52.791,-1.49997,297.068,0.113728,NA,NA,NA,52.791,0.023,298.367
1056,52.812,-1.40855,296.952,0.0865,NA,NA,NA,52.812,-0.0285,298.229
1057,52.833,-0.108279,296.69,0.0606,NA,NA,NA,52.833,0.0109,297.924
1058,52.854,1.41281,296.726,0.0523,NA,NA,NA,52.854,-0.00975,297.969
1059,52.874,1.62756,296.761,0.0587,NA,NA,NA,52.874,0.0464,298.027
1060,52.895,1.26679,296.714,0.0744,NA,NA,NA,52.895,0.200543,297.962
1061,52.916,1.89108,296.707,0.0488,NA,NA,NA,52.916,0.023,297.953
1062,52.937,1.4845,296.624,0.0491,NA,NA,NA,52.937,0.0729,297.855
1063,52.958,1.56424,296.664,0.0497,NA,NA,NA,52.958,-0.0616,297.902
1064,52.979,1.66992,296.63,0.0396,NA,NA,NA,52.979,0.0412,297.877
1065,53,2.13652,296.579,0.05,NA,NA,NA,53,0.0379,297.81
1066,53.02,1.79234,296.615,0.0241,NA,NA,NA,53.02,0.0309,297.841
1067,53.041,2.08996,296.644,0.0114,NA,NA,NA,53.041,0.043,297.888
1068,53.062,1.92701,296.683,0.017,NA,NA,NA,53.062,-0.0916,297.971
1069,53.083,1.64042,296.646,0.029,NA,NA,NA,53.083,0.00528,297.942
1070,53.104,-2.16128,296.266,0.0615,NA,NA,NA,53.104,-0.00804,297.546
1071,53.125,1.84629,296.354,0.0229,NA,NA,NA,53.125,-0.00203,297.668
1072,53.145,2.12535,296.319,0.0181,NA,NA,NA,53.145,-0.0133,297.651
1073,53.166,2.12319,296.322,0.0201,NA,NA,NA,53.166,0.0228,297.653
1074,53.187,2.21899,296.366,0.0204,NA,NA,NA,53.187,-0.00538,297.71
1075,53.208,2.0008,296.352,0.0177,NA,NA,NA,53.208,0.00336,297.692
1076,53.229,1.73967,296.426,0.0355,NA,NA,NA,53.229,0.0139,297.529
1077,53.25,2.51351,296.092,0.0275,NA,NA,NA,53.25,-0.00925,297.134
1078,53.27,3.05027,296.013,0.0286,NA,NA,NA,53.27,-0.00442,297.265
1079,53.291,3.12453,295.998,0.0204,NA,NA,NA,53.291,-0.000766,297.244
1080,53.312,2.10325,295.748,0.0164,NA,NA,NA,53.312,-0.104113,296.989
1081,53.333,0.464843,295.961,0.0266,NA,NA,NA,53.333,-0.0146,297.235
1082,53.354,-2.55142,296.542,0.0606,NA,NA,NA,53.354,0.0101,297.875
1083,53.374,-2.55142,296.542,0.0606,NA,NA,NA,53.354,0.032,297.744
1084,53.416,-6.23309,297.634,0.1449,NA,NA,NA,53.416,0.00178,299.181
1085,53.437,-7.84608,296.991,0.241522,NA,NA,NA,53.437,0.00458,298.531
1086,53.458,-10.2708,297.919,0.399443,NA,NA,NA,53.458,-0.0316,299.331
1087,53.479,-8.77278,297.638,0.261901,NA,NA,NA,53.479,-0.00129,299.062
1088,53.499,-11.3843,298.439,0.38381,NA,NA,NA,53.499,0.00617,299.83
1089,53.52,-11.3259,299.149,0.500443,NA,NA,NA,53.52,0.0194,300.523
1090,53.541,-10.9828,299.043,0.477853,NA,NA,NA,53.541,-0.00635,300.423
1091,53.562,-9.63466,299.086,0.440657,NA,NA,NA,53.562,-0.0106,300.509
1092,53.583,-11.3722,298.816,0.41324,NA,NA,NA,53.583,-0.00566,300.33
1093,53.604,-9.67081,298.649,0.396752,NA,NA,NA,53.604,-0.00154,300.11
1094,53.624,-9.10159,297.602,0.296322,NA,NA,NA,53.624,-0.00846,299.06
1095,53.645,-11.2721,297.761,0.333492,NA,NA,NA,53.645,0.0119,299.159
1096,53.666,-14.7101,297.182,0.521694,NA,NA,NA,53.666,-0.0141,298.401
1097,53.687,-4.36415,297.226,0.161509,NA,NA,NA,53.687,0.00623,298.564
1098,53.708,-5.76919,297.439,0.222623,NA,NA,NA,53.708,0.008,298.761
1099,53.729,-2.92645,297.007,0.175661,NA,NA,NA,53.729,0.00471,298.344
1100,53.749,-1.49751,296.897,0.196272,NA,NA,NA,53.749,-0.0115,298.184
1101,53.77,-2.93828,296.644,0.208226,NA,NA,NA,53.77,0.0308,297.89
1102,53.791,-1.21114,296.372,0.197943,NA,NA,NA,53.791,0.0256,297.606
1103,53.812,-0.256925,295.861,0.13654,NA,NA,NA,53.812,0.00879,297.059
1104,53.833,2.73968,295.509,0.115046,NA,NA,NA,53.833,-0.0023,296.673
1105,53.854,4.31564,295.5,0.0975,NA,NA,NA,53.854,0.00476,296.613
1106,53.874,4.31124,295.432,0.109413,NA,NA,NA,53.874,-0.0185,296.51
1107,53.895,2.98398,295.276,0.118633,NA,NA,NA,53.895,0.011,296.3
1108,53.916,2.96982,295.244,0.0761,NA,NA,NA,53.916,-0.00987,296.331
1109,53.937,3.89869,294.99,0.067,NA,NA,NA,53.937,-0.0355,296.024
1110,53.958,2.47044,294.597,0.0575,NA,NA,NA,53.958,-0.00602,295.596
1111,53.979,3.8212,294.421,0.0488,NA,NA,NA,53.979,0.000182,295.422
1112,54,4.32384,294.085,0.0316,NA,NA,NA,54,-0.00996,295.041
1113,54.02,3.82532,293.881,0.0344,NA,NA,NA,54.02,-0.0127,294.808
1114,54.041,4.94943,293.9,0.0517,NA,NA,NA,54.041,0.0176,294.817
1115,54.062,3.11804,293.558,0.0457,NA,NA,NA,54.062,-0.00252,294.478
1116,54.083,2.82734,293.332,0.046,NA,NA,NA,54.083,-0.00704,294.226
1117,54.104,3.02743,293.168,0.0402,NA,NA,NA,54.104,-0.0154,294.064
1118,54.125,2.9479,293.104,0.0354,NA,NA,NA,54.125,-0.0159,294.008
1119,54.145,2.67125,293.055,0.0344,NA,NA,NA,54.145,0.00783,293.963
1120,54.166,2.61087,293.141,0.0322,NA,NA,NA,54.166,-0.00416,294.062
1121,54.187,2.94621,293.077,0.0316,NA,NA,NA,54.187,0.00458,294.023
1122,54.208,2.46964,292.814,0.0344,NA,NA,NA,54.208,0.00841,293.708
1123,54.229,2.58185,292.707,0.0324,NA,NA,NA,54.229,0.0106,293.571
1124,54.25,3.52651,292.765,0.0259,NA,NA,NA,54.25,-0.0118,293.627
1125,54.27,4.10783,292.961,0.0498,NA,NA,NA,54.27,0.00029,293.828
1126,54.291,3.30986,292.778,0.0368,NA,NA,NA,54.291,-0.00611,293.64
1127,54.312,2.24745,292.598,0.0319,NA,NA,NA,54.312,-0.00162,293.443
1128,54.333,0.738221,293.184,0.0348,NA,NA,NA,54.333,0.0155,294.095
1129,54.354,-1.0072,293.795,0.0686,NA,NA,NA,54.354,0.0141,294.713
1130,54.374,-2.83142,294.314,0.110777,NA,NA,NA,54.374,0.01,295.259
1131,54.395,-5.29419,295.081,0.146119,NA,NA,NA,54.395,0.0108,296.008
1132,54.437,-8.72842,296.005,0.258278,NA,NA,NA,54.437,0.0411,296.993
1133,54.458,-8.12129,296.074,0.257572,NA,NA,NA,54.458,0.00912,297.056
1134,54.479,-6.70781,295.933,0.248315,NA,NA,NA,54.479,0.0204,296.849
1135,54.499,-9.83509,296.781,0.335933,NA,NA,NA,54.499,-0.0414,297.735
1136,54.52,-9.3737,297.167,0.352235,NA,NA,NA,54.52,0.0129,298.124
1137,54.541,-9.43516,297.064,0.364106,NA,NA,NA,54.541,0.00703,298.072
1138,54.562,-7.59726,296.742,0.290619,NA,NA,NA,54.562,-0.035,297.723
1139,54.583,-9.2692,297.119,0.336221,NA,NA,NA,54.583,-0.0169,298.129
1140,54.604,-9.24693,297.285,0.364492,NA,NA,NA,54.604,0.00858,298.204
1141,54.624,-8.43811,297.259,0.265259,NA,NA,NA,54.624,-0.0255,298.25
1142,54.645,-8.49484,296.984,0.296064,NA,NA,NA,54.645,0.0194,297.95
1143,54.666,-7.54272,296.92,0.254325,NA,NA,NA,54.666,0.0651,297.878
1144,54.687,-6.96853,296.813,0.222679,NA,NA,NA,54.687,-0.150876,297.741
1145,54.708,-6.01401,296.923,0.188918,NA,NA,NA,54.708,-0.0389,297.87
1146,54.729,-3.65561,296.2,0.127703,NA,NA,NA,54.729,0.0211,297.129
1147,54.749,-5.46949,296.383,0.180926,NA,NA,NA,54.749,-0.311897,297.258
1148,54.77,-3.74201,295.982,0.108683,NA,NA,NA,54.77,0.0186,296.884
1149,54.791,-1.06526,295.329,0.0951,NA,NA,NA,54.791,-0.0151,296.27
1150,54.812,-1.22921,294.946,0.043,NA,NA,NA,54.812,-0.00473,295.919
1151,54.833,1.07933,294.754,0.0332,NA,NA,NA,54.833,-0.011,295.771
1152,54.854,1.84027,294.123,0.0157,NA,NA,NA,54.854,-0.0109,295.149
1153,54.874,2.25635,293.444,0.0152,NA,NA,NA,54.874,0.00984,294.406
1154,54.895,1.51903,292.801,0.00161,NA,NA,NA,54.895,-0.0143,293.778
1155,54.916,1.28484,292.764,-0.000169,NA,NA,NA,54.916,-0.00748,293.755
1156,54.937,2.08784,293.436,0.00898,NA,NA,NA,54.937,0.0112,294.448
1157,54.958,1.72527,294.026,0.0212,NA,NA,NA,54.958,0.0955,295.047
1158,54.979,1.36487,293.702,0.00836,NA,NA,NA,54.979,0.00397,294.702
1159,55,1.8659,293.718,0.0123,NA,NA,NA,55,-0.0064,294.714
1160,55.02,1.88135,293.62,0.00946,NA,NA,NA,55.02,0.0285,294.692
1161,55.041,1.94182,293.708,0.0195,NA,NA,NA,55.041,-0.00807,294.764
1162,55.062,1.34893,293.711,0.00766,NA,NA,NA,55.062,0.00197,294.784
1163,55.083,1.97057,293.142,0.00533,NA,NA,NA,55.083,0.00293,294.207
1164,55.104,1.38287,293.773,0.018,NA,NA,NA,55.104,-0.00383,294.842
1165,55.125,1.62203,291.83,0.0027,NA,NA,NA,55.125,-0.00479,292.838
1166,55.145,1.57585,291.404,-0.000154,NA,NA,NA,55.145,0.00255,292.362
1167,55.166,0.705825,291.458,-0.00316,NA,NA,NA,55.166,-0.00306,292.334
1168,55.187,0.705825,291.458,-0.00316,NA,NA,NA,55.166,-0.00285,292.034
1169,55.208,1.14958,291.1,0.00213,NA,NA,NA,55.208,-0.00335,291.813
1170,55.229,0.986104,290.93,0.00627,NA,NA,NA,55.229,-0.00237,291.805
1171,55.25,2.17111,291.198,0.0085,NA,NA,NA,55.25,0.00268,292.093
1172,55.27,2.08508,291.038,0.00541,NA,NA,NA,55.27,-0.00235,291.93
1173,55.291,1.80866,290.932,0.00328,NA,NA,NA,55.291,0.00191,291.828
1174,55.312,1.60798,290.827,0.00268,NA,NA,NA,55.312,0.00145,291.717
1175,55.333,0.928321,291.104,0.0035,NA,NA,NA,55.333,0.00426,292.019
1176,55.354,-0.0626,291.861,0.016,NA,NA,NA,55.354,0.00529,292.817
1177,55.374,-1.27288,292.595,0.0316,NA,NA,NA,55.374,0.0322,293.585
1178,55.395,-2.04398,293.182,0.0395,NA,NA,NA,55.395,0.0087,294.207
1179,55.416,-2.45887,293.65,0.0519,NA,NA,NA,55.416,0.00766,294.669
1180,55.437,-5.02251,294.071,0.100876,NA,NA,NA,55.437,0.0166,295.078
1181,55.458,-6.40997,294.717,0.144708,NA,NA,NA,55.458,-0.00624,295.731
1182,55.479,-6.8179,295.652,0.214947,NA,NA,NA,55.479,-0.000279,296.64
1183,55.499,-7.24118,296.443,0.308065,NA,NA,NA,55.499,-0.00188,297.453
1184,55.52,-5.6531,296.758,0.287105,NA,NA,NA,55.52,-0.0162,297.771
1185,55.541,-4.55234,296.97,0.237466,NA,NA,NA,55.541,0.049,298.015
1186,55.562,-4.94683,297.13,0.244736,NA,NA,NA,55.562,0.0372,298.161
1187,55.583,-5.16768,297.353,0.251256,NA,NA,NA,55.583,0.00412,298.372
1188,55.604,-4.89438,297.7,0.247831,NA,NA,NA,55.604,0.0209,298.745
1189,55.624,-5.70784,297.849,0.25516,NA,NA,NA,55.624,0.0429,298.905
1190,55.645,-5.26758,297.753,0.229804,NA,NA,NA,55.645,0.0422,298.792
1191,57.499,0.951639,295.416,0.196177,NA,NA,NA,57.499,-0.00588,296.625
1192,57.52,-11.829,296.203,0.333667,NA,NA,NA,57.52,-0.00339,297.292
1193,57.541,-10.9402,296.125,0.294836,NA,NA,NA,57.541,-0.00216,297.237
1194,57.562,-10.5587,296.224,0.319939,NA,NA,NA,57.562,-0.00844,297.33
1195,57.583,-12.5399,296.57,0.356436,NA,NA,NA,57.583,0.00717,297.717
1196,57.604,-9.19839,296.312,0.260299,NA,NA,NA,57.604,-0.0166,297.481
1197,57.624,-8.75966,296.361,0.248668,NA,NA,NA,57.624,0.00276,297.536
1198,57.645,-7.58567,296.314,0.218705,NA,NA,NA,57.645,0.00612,297.448
1199,57.666,-6.51053,296.592,0.183609,NA,NA,NA,57.666,0.00304,297.725
1200,57.687,-6.22274,296.076,0.16376,NA,NA,NA,57.687,0.00127,297.18
1201,57.708,-5.1272,296.232,0.137157,NA,NA,NA,57.708,-0.00221,297.323
1202,57.729,-3.52955,295.917,0.0977,NA,NA,NA,57.729,0.00249,297.04
1203,57.749,-2.95725,295.544,0.0888,NA,NA,NA,57.749,0.006,296.645
1204,57.77,-4.0206,295.877,0.120184,NA,NA,NA,57.77,0.019,296.949
1205,57.791,-3.11882,295.562,0.0989,NA,NA,NA,57.791,-0.00519,296.595
1206,57.812,-1.63886,295.002,0.0473,NA,NA,NA,57.812,0.0105,296.026
1207,57.833,0.828035,294.177,0.0137,NA,NA,NA,57.833,0.0138,295.241
1208,57.854,1.7751,294.083,0.00481,NA,NA,NA,57.854,0.00299,295.213
1209,57.874,1.56957,293.62,0.0037,NA,NA,NA,57.874,-0.00284,294.693
1210,57.895,1.96055,293.083,-0.000721,NA,NA,NA,57.895,0.000171,294.129
1211,57.916,1.83037,293.052,-0.00148,NA,NA,NA,57.916,-0.0013,294.106
1212,57.937,1.02522,292.602,0.000169,NA,NA,NA,57.937,-0.000348,293.621
1213,57.958,1.45816,291.714,-0.00257,NA,NA,NA,57.958,-0.000411,292.706
1214,57.979,0.891858,291.53,-0.0024,NA,NA,NA,57.979,0.00167,292.524
1215,58,1.02048,291.209,-0.00295,NA,NA,NA,58,0.00167,292.214
1216,58.02,1.56789,288.188,-0.00149,NA,NA,NA,58.02,-0.00159,289.097
1217,58.041,0.93729,288.734,-0.001,NA,NA,NA,58.041,-0.000677,289.653
1218,58.062,0.429916,288.622,-0.000488,NA,NA,NA,58.062,0.00318,289.558
1219,58.083,-0.619744,288.47,0.000146,NA,NA,NA,58.083,-0.012,289.415
1220,58.104,-1.93855,287.959,0.003,NA,NA,NA,58.104,-0.00866,288.89
1221,58.125,-0.111515,287.617,0.00111,NA,NA,NA,58.125,0.00565,288.539
1222,58.145,-1.73568,287.792,0.00362,NA,NA,NA,58.145,-0.00667,288.723
1223,58.166,0.375916,287.986,-0.00244,NA,NA,NA,58.166,-0.0096,288.906
1224,58.187,1.59547,290.083,-0.00571,NA,NA,NA,58.187,-0.00519,291.073
1225,58.208,1.94243,288.271,-0.00381,NA,NA,NA,58.208,0.00109,289.224
1226,58.229,0.104439,289.34,-0.00051,NA,NA,NA,58.229,0.00191,290.31
1227,58.25,-0.448751,288.54,0.00197,NA,NA,NA,58.25,0.000308,289.501
1228,58.27,1.1579,291.025,0.000996,NA,NA,NA,58.27,0.000334,292.081
1229,58.291,2.5884,292.202,0.00222,NA,NA,NA,58.291,0.00116,293.286
1230,58.312,2.25681,293.169,0.0138,NA,NA,NA,58.312,0.00109,294.267
1231,58.333,1.22447,293.305,0.0168,NA,NA,NA,58.333,0.00111,294.414
1232,58.354,-0.495912,293.396,0.0313,NA,NA,NA,58.354,0.000765,294.513
1233,58.374,-2.28171,293.642,0.0434,NA,NA,NA,58.374,0.00213,294.778
1234,58.395,-3.72459,294.023,0.065,NA,NA,NA,58.395,-0.000862,295.175
1235,58.416,-4.12785,294.328,0.0802,NA,NA,NA,58.416,0.000727,295.479
1236,58.437,-6.05133,294.607,0.101792,NA,NA,NA,58.437,0.000428,295.767
1237,58.458,-6.85064,294.982,0.122603,NA,NA,NA,58.458,0.00229,296.153
1238,58.479,-5.90021,295.46,0.117305,NA,NA,NA,58.479,-0.00658,296.643
1239,58.499,-5.19174,295.407,0.097,NA,NA,NA,58.499,0.00532,296.581
1240,58.52,-3.68178,295.11,0.0797,NA,NA,NA,58.52,-0.0017,296.259
1241,58.541,-2.55811,295.354,0.0593,NA,NA,NA,58.541,0.00216,296.522
1242,58.562,-1.67723,295.745,0.0542,NA,NA,NA,58.562,0.0132,296.9
1243,58.583,-1.52947,295.917,0.0496,NA,NA,NA,58.583,-0.0132,297.079
1244,58.604,-2.57863,296.147,0.0591,NA,NA,NA,58.604,-0.00687,297.33
1245,58.624,-2.21751,296.225,0.0565,NA,NA,NA,58.624,-0.0245,297.409
1246,58.645,-1.88605,296.344,0.0451,NA,NA,NA,58.645,0.0954,297.534
1247,58.666,-2.10397,296.602,0.0478,NA,NA,NA,58.666,0.0429,297.83
1248,58.687,-2.44825,296.823,0.0564,NA,NA,NA,58.687,0.0137,298.062
1249,58.708,-2.85934,296.837,0.056,NA,NA,NA,58.708,-0.00794,298.089
1250,58.729,-4.22525,296.882,0.0772,NA,NA,NA,58.729,-0.00451,298.141
1251,58.749,-2.75569,296.927,0.0549,NA,NA,NA,58.749,-0.0492,298.178
1252,58.77,-1.0744,296.924,0.0342,NA,NA,NA,58.77,-0.0848,298.177
1253,58.833,0.733301,296.328,0.00715,NA,NA,NA,58.833,0.25599,297.643
1254,58.895,0.0264,294.112,-0.000655,NA,NA,NA,58.895,0.243663,295.376
1255,58.916,0.902685,292.481,-0.000686,NA,NA,NA,58.916,-0.240417,293.674
1256,58.937,1.27263,290.301,-0.00265,NA,NA,NA,58.937,0.0107,291.377
1257,58.958,0.631969,289.682,-0.00219,NA,NA,NA,58.958,-0.035,290.735
1258,58.979,0.995899,288.986,-0.00454,NA,NA,NA,58.979,-0.000875,290.001
1259,59,0.982253,288.714,-0.00372,NA,NA,NA,59,0.0314,289.715
1260,59.02,1.00234,288.896,-0.00428,NA,NA,NA,59.02,-0.00158,289.915
1261,59.041,2.1407,288.749,-0.00535,NA,NA,NA,59.041,0.0214,289.749
1262,59.062,0.483065,288.616,-0.00467,NA,NA,NA,59.062,-0.00955,289.607
1263,59.083,2.57866,288.754,-0.00612,NA,NA,NA,59.083,0.00315,289.728
1264,59.104,2.50176,289.483,-0.003,NA,NA,NA,59.104,-0.00363,290.224
1265,59.125,0.762044,289.815,-0.00499,NA,NA,NA,59.125,-0.00248,290.035
1266,59.145,1.54564,287.585,-0.00296,NA,NA,NA,59.145,-0.000415,288.34
1267,59.166,3.23262,287.288,-0.00297,NA,NA,NA,59.166,0.00697,287.821
1268,59.187,3.23262,287.288,-0.00297,NA,NA,NA,59.166,0.00329,287.957
1269,59.208,3.23262,287.288,-0.00297,NA,NA,NA,59.166,0.00279,287.782
1270,59.229,3.23262,287.288,-0.00297,NA,NA,NA,59.166,-0.00158,288.384
1271,59.25,3.23262,287.288,-0.00297,NA,NA,NA,59.166,-0.000149,289.787
1272,59.27,-0.809123,293.385,0.0339,NA,NA,NA,59.374,-0.00122,289.088
1273,59.291,-0.809123,293.385,0.0339,NA,NA,NA,59.374,-0.00125,289.197
1274,59.312,-0.809123,293.385,0.0339,NA,NA,NA,59.374,0.00112,288.103
1275,59.333,-0.809123,293.385,0.0339,NA,NA,NA,59.374,0.000921,289.786
1276,59.354,-0.809123,293.385,0.0339,NA,NA,NA,59.374,0.000281,292.377
1277,59.374,-0.809123,293.385,0.0339,NA,NA,NA,59.374,-0.00235,294.751
1278,59.395,-1.96619,294.236,0.053,NA,NA,NA,59.395,-0.00176,295.645
1279,59.437,-6.13517,295.914,0.176535,NA,NA,NA,59.437,0.000368,297.319
1280,59.458,-4.40452,296.518,0.175461,NA,NA,NA,59.458,-0.00623,297.994
1281,59.479,-3.77079,296.865,0.170527,NA,NA,NA,59.479,-0.00308,298.367
1282,59.499,-3.82527,297.61,0.206272,NA,NA,NA,59.499,-0.0285,299.082
1283,59.52,-3.24016,298.601,0.197831,NA,NA,NA,59.52,-0.00701,300.047
1284,59.541,-2.77693,298.94,0.210093,NA,NA,NA,59.541,-0.0231,300.411
1285,59.562,-3.42031,299.333,0.212553,NA,NA,NA,59.562,0.00491,300.808
1286,59.583,-2.90297,299.736,0.220392,NA,NA,NA,59.583,-0.0936,301.208
1287,59.604,-3.09602,299.702,0.212674,NA,NA,NA,59.604,-0.0161,301.167
1288,59.624,-2.82794,299.903,0.222794,NA,NA,NA,59.624,-0.018,301.371
1289,59.645,-3.14788,300.253,0.190397,NA,NA,NA,59.645,-0.17484,301.747
1290,59.666,-3.48453,300.044,0.161039,NA,NA,NA,59.666,-0.0242,301.559
1291,59.687,-3.67551,300.247,0.218037,NA,NA,NA,59.687,0.0141,301.818
1292,59.708,-3.82173,300.444,0.204855,NA,NA,NA,59.708,-0.0651,302.018
1293,59.729,-2.48253,300.185,0.120104,NA,NA,NA,59.729,0.00764,301.774
1294,59.749,-1.85973,299.8,0.0732,NA,NA,NA,59.749,0.00502,301.425
1295,59.77,-2.06767,299.885,0.093,NA,NA,NA,59.77,-0.00833,301.517
1296,59.791,-0.442183,299.398,0.0489,NA,NA,NA,59.791,-0.0134,300.954
1297,59.812,-0.631525,299.077,0.0264,NA,NA,NA,59.812,-0.0154,300.672
1298,59.833,0.968412,298.575,-0.00525,NA,NA,NA,59.833,0.00254,300.188
1299,59.854,1.53192,298.317,-0.0138,NA,NA,NA,59.854,-0.0233,299.902
1300,59.874,1.74091,298.15,-0.00501,NA,NA,NA,59.874,0.0247,299.697
1301,59.895,1.50983,297.943,-0.0129,NA,NA,NA,59.895,0.00955,299.482
1302,59.916,1.09695,297.887,-0.0154,NA,NA,NA,59.916,-0.0083,299.495
1303,59.937,1.34356,297.39,-0.0162,NA,NA,NA,59.937,-0.0064,298.975
1304,59.958,0.921398,296.74,-0.01,NA,NA,NA,59.958,-0.00584,298.322
1305,59.979,1.49315,296.718,-0.00794,NA,NA,NA,59.979,-0.00418,298.278
1306,60,2.21516,297.261,-0.0242,NA,NA,NA,60,-0.0119,298.875
1307,60.02,2.98892,297.426,-0.0218,NA,NA,NA,60.02,-0.0141,299.072
1308,60.041,3.43143,297.263,-0.0333,NA,NA,NA,60.041,0.012,298.921
1309,60.062,3.37206,296.984,-0.0282,NA,NA,NA,60.062,0.00264,298.601
1310,60.083,3.05072,296.757,-0.0217,NA,NA,NA,60.083,0.00285,298.337
1311,60.104,2.87697,296.719,0.0028,NA,NA,NA,60.104,-0.0512,298.268
1312,60.125,2.63619,296.544,-0.00106,NA,NA,NA,60.125,0.0284,298.05
1313,60.145,2.56943,296.436,0.0113,NA,NA,NA,60.145,-0.101413,297.922
1314,60.166,2.58145,296.218,0.006,NA,NA,NA,60.166,-0.0041,297.678
1315,60.187,2.23388,296.124,0.0119,NA,NA,NA,60.187,0.0102,297.554
1316,60.208,2.53091,296.197,0.0155,NA,NA,NA,60.208,-0.00438,297.64
1317,60.229,2.14757,296.423,0.0298,NA,NA,NA,60.229,0.00782,297.877
1318,60.354,0.248814,295.619,0.0194,NA,NA,NA,60.354,-0.00448,296.974
1319,60.374,-0.172059,295.858,0.0363,NA,NA,NA,60.374,-0.00638,297.231
1320,60.395,-3.33158,296.641,0.0698,NA,NA,NA,60.395,-0.0212,298.05
1321,60.416,-7.3965,297.196,0.155848,NA,NA,NA,60.416,0.00367,298.604
1322,60.437,-8.09797,297.769,0.164,NA,NA,NA,60.437,0.0128,299.243
1323,60.458,-12.4819,298.277,0.262131,NA,NA,NA,60.458,0.0163,299.779
1324,60.479,-8.55592,297.667,0.195385,NA,NA,NA,60.479,0.00748,299.128
1325,60.499,-11.7608,298.08,0.243998,NA,NA,NA,60.499,0.00504,299.584
1326,60.52,-12.1455,297.913,0.249448,NA,NA,NA,60.52,-0.00424,299.374
1327,60.541,-11.5501,297.925,0.233541,NA,NA,NA,60.541,-0.00573,299.302
1328,60.562,-11.2803,298.238,0.253287,NA,NA,NA,60.562,0.024,299.617
1329,60.583,-12.17,297.426,0.218516,NA,NA,NA,60.583,-0.00381,298.899
1330,60.604,-11.1304,297.24,0.193008,NA,NA,NA,60.604,-0.0108,298.66
1331,60.624,-9.87484,297.318,0.213485,NA,NA,NA,60.624,-0.00177,298.681
1332,60.645,-9.63208,297.39,0.249285,NA,NA,NA,60.645,-0.0138,298.668
1333,60.666,-10.5436,297.636,0.265295,NA,NA,NA,60.666,0.00954,298.958
1334,60.687,-6.65051,297.228,0.248408,NA,NA,NA,60.687,0.00428,298.576
1335,60.708,-6.65051,297.228,0.248408,NA,NA,NA,60.687,-0.00908,297.666
1336,60.729,-6.65051,297.228,0.248408,NA,NA,NA,60.687,0.016,300.279
1337,60.749,-0.146511,295.111,0.405814,NA,NA,NA,60.791,-0.0113,301.319
